Course Code,Course Title,Credit,Distribution,Recommended Prep,Pre Requisites,Exclusion
 SOC420H5 , Senior Seminar in Punishment ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level and 4th Year Standing and permission of instructor,None
 SOC421H5 , Senior Seminar in Criminology ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level and 4th Year Standing and permission of instructor,None
 SOC422H5 , Sociology of the Body ,0.5,Social Science,None,SOC100H5 and ( SOC205H5 or  SOC231H5),None
 SOC423H5 , Identity Crime ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level.,None
 SOC424H5 ," Law, Emotions and Justice ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 credit of SOC credit at the 300 level,SOC420H5 Senior Seminar in Punishment: Emotions and Punishment (Fall 2019)
 SOC425H5 , Gender in Global Contexts ,0.5,Social Science,SOC263H5 or  SOC275H5 or  WGS200Y5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,None
 SOC426H5 , Social Theory and Third Cinema ,0.5,Social Science,None,SOC100H5 and ( SOC205H5 or  SOC231H5),None
 SOC427H5 ," Politics, Violence, Democracy and Human Rights in Latin America ",0.5,Social Science,None,None,None
 SOC428H5 ," Health, Disability, and Crisis  ",0.5,Social Science,SOC350H5,SOC221H5 and  SOC222H5,None
 SOC429H5 ," Disability, Politics and Society ",0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,None
 SOC430H5 , Developments in Sociological Theory ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300-level,None
 SOC432H5 , Contemporary Issues in Genocide and State Violence ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and  SOC206H5 and 1.0 SOC credit at the 300 level.,"SOC445H5 (Fall 2009, Winter 2010)"
 SOC433H5 , Power and Cultural Politics ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,SOC324H5
 SOC434H5 ," Race, Class, Gender in the Global South ",0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level and 4th Year Standing and permission of instructor,"SOC444H5 Advanced Topics in Sociology: Global Perspectives on Race, Class and Gender (Winter 2018)"
 SOC439Y5 , Research Project in Sociology ,1.0,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 4th Year Standing and permission of instructor,None
 SOC440Y5 ," Research Project in Criminology, Law and Society ",1.0,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 4th Year Standing and permission of instructor,None
 SOC444H5 , Advanced Topics in Sociology ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,None
 SOC445H5 , Advanced Topics in Sociology ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,None
 SOC446H5 ," Advanced Topics in Criminology, Law and Society ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level,None
 SOC447H5 ," Advanced Topics in Criminology, Law and Society ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level,None
 SOC448H5 ," Advanced Topics in Criminology, Law and Society ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level,None
 SOC450H5 , Walls to Bridges: Carceral Seminar ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 4th Year Standing and permission of instructor,None
 SOC452H5 , Contemporary Issues in Higher Education ,0.5,Social Science,SOC224H5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,None
 SOC454H5 , Sociology of the Global South ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,None
 SOC455H5 , Comparative Indigenous Politics ,0.5,Social Science,None,"1.0 SSC credit, including 0.5 credit at the 300-level","SOC445H5 (L0101) Advanced Topics in Sociology: Comparative Indigenous Politics (Fall 2018),  SOC445H5 (L0102) Advanced Topics in Sociology: Comparative Indigenous Politics (Winter 2019)"
 SOC456H5 , Senior Seminar in Law and Society ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level,None
 SOC457H5 , Sociology of Race and Ethnicity ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,None
 SOC459H5 ," Science, Technology and Society ",0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,None
 SOC460H5 , Migrant Labour ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,None
 SOC463H5 , The Sociology of Disasters ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,"SOC444H5 Advanced Topics in Sociology: Sociology of Disasters (Fall 2016, Winter 2017)"
 SOC465H5 , Climate Change and Society ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,None
 SOC467H5 , Peel Social Lab Seminar: Translating Research for the Wider Public ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 4th Year Standing and permission of instructor,None
 SOC475H5 , Sociology of Legal Careers ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level,None
 SOC480Y5 ," Internship in Sociology, Criminology, Law and Society ",1.0,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 4th Year Standing and minimum CGPA 3.0 and permission of instructor,None
 SOC485H5 , Investigation through Study Abroad ,0.5,Social Science,None,None,None
 SOC491H5 , Independent Research in Sociology ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level and 4th Year Standing and permission of instructor,Students may take a maximum of 1.0 credits of SOC independent studies.
 SOC492H5 , Independent Research in Sociology ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level and 4th Year Standing and permission of instructor,Students may take a maximum of 1.0 credits of SOC independent studies.
 SOC493H5 ," Independent Research in Criminology, Law and Society ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300-level and 4th Year Standing and permission of instructor,Students may take a maximum of 1.0 credits of SOC independent studies.
 SOC494H5 ," Independent Research in Criminology, Law and Society ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level and 4th Year Standing and permission of instructor,Students may take a maximum of 1.0 credits of SOC independent studies.
 SOC499H5 , Research Opportunity Program ,0.5,Social Science,None,"SOC221H5 and  SOC222H5, 4th Year Standing and permission of instructor",Students may not take  SOC499H5 and  SOC499Y5 concurrently.
 SOC499Y5 , Research Opportunity Program ,1.0,Social Science,None,SOC221H5 and  SOC222H5 and 4th Year Standing and permission of instructor,Students may not take  SOC499H5 and  SOC499Y5 concurrently.
 SPA100Y5 , Spanish for Beginners ,1.0,Humanities,None,None,Grade 12 Spanish or  SPA100Y1 or  LGGA30H3 or  LGGA31H3 or equivalent beginner knowledge. Students are REQUIRED to complete the Spanish Language Assessment Questionnaire at  if they have any prior experience with the language.
 SPA219H5 , Spanish for Heritage and Native Speakers I ,0.5,Humanities,None,As determined by the Spanish Language Assessment (https://www.utm.utoronto.ca/language-studies/language-course-assessment…).,SPA100Y5 or  SPA219Y5 or  SPA219Y1 or  SPA220Y5 or  SPA220Y1 or  SPA319H5 or  SPA320Y5
 SPA220Y5 , Intermediate Spanish ,1.0,Humanities,None,SPA100Y5 or  SPA100Y1,SPA219Y1 or  SPA219Y5
 SPA235H5 , Music and Dance in Hispanic Culture ,0.5,Humanities,SPA100Y5 and  SPA220Y5 or  SPA259H5,Open to all students.,None
 SPA259H5 , Introduction to Hispanic Culture ,0.5,Humanities,None,SPA100Y5,SPA323Y1 or  SPA323H1
 SPA275H5 , Latin American Cinema ,0.5,Humanities,SPA100Y5 and  SPA220Y5 or  SPA259H5.,None,SPA375H1
 SPA319H5 , Spanish for Heritage and Native Speakers II ,0.5,Humanities,None,As determined by the Spanish Language Assessment (https://www.utm.utoronto.ca/language-studies/language-course-assessment…).,SPA100Y5 or  SPA219Y5 or  SPA219Y1 or  SPA219H5 or  SPA220Y5 or  SPA220Y1 or  SPA319H5 or  SPA320Y5 or higher
 SPA320Y5 , Advanced Spanish ,1.0,Humanities,None,SPA220Y5,SPA320Y1 or  SPA319Y1
 SPA323H5 , Business Spanish ,0.5,Humanities,None,SPA220Y5,"SPA323Y1,  SPA323H1"
 SPA390H5 , Crosscultural Communciation and Pragmatics in the Spanish-speaking World ,0.5,Humanities,None,None,None
 SPA420H5 , Advanced Topics on Spanish Grammar ,0.5,Humanities,None,SPA219Y5 or  SPA320Y5 or as indicated by Spanish Language Assessment.,SPA420H1 and  SPA421H1
 SPA443H5 , Studies in Spanish Linguistics: Pragmatics ,0.5,Humanities,None,SPA320Y5 or ( SPA219Y5 and permission of the instructor),None
 STA107H5 , An Introduction to Probability and Modelling ,0.5,Science,None,None,STA256H5 or  STA257H1 or  STAB52H3 or  STA246H5 or  STA237H1 or  STA247H1 or  ECO227Y5
 STA215H5 , Introduction to Applied Statistics ,0.5,Science,None,None,STA218H5 or  STA220H5 or  STA220H1 or  STA256H5 or  STA257H1 or  STAB52H3 or  STAB22H3 or   STA246H5 or  STA237H1 or  STA247H1 or  ECO220Y5 or  ECO227Y5 or  PSY201H5 or  PSYB07H3 or  SOC350H5
 STA218H5 , Statistics for Management ,0.5,Science,None,None,STA215H5 or  STA220H5 or  STA220H1 or  STA256H5 or  STA257H1 or  STAB52H3 or  STAB22H3 or   STA246H5 or  STA237H1 or  STA247H1 or  ECO220Y5 or  ECO227Y5 or  PSY201H5 or  PSYB07H3 or  SOC350H5
 STA220H5 , The Practice of Statistics I ,0.5,Science,None,None,STA215H5 or  STA218H5 or  STA256H5 or  STA257H1 or  STAB52H3 or  STA220H1 or  STAB22H3 or   STA246H5 or  STA237H1 or  STA247H1
 STA221H5 , The Practice of Statistics II ,0.5,Science,None,STA215H5 or  STA220H5,STA221H1 or  STA258H5 or  STA248H1or  STAB27H3 or  STA302H5 or  STA302H1 or  STAC67H3 or  BIO360H5 or  ECO220Y5 or   ECO227Y5 or  PSY202H5 or  PSYB08H3
 STA246H5 , Computational Probability and Statistics  ,0.5,Science,MAT232H5 or  MAT233H5,CSC148H5 and  ( MAT134H5 or  MAT136H5 or  MAT134Y5 or  MAT135Y5 or  MAT137Y5 or  MAT157Y5 or 65%+ in  MAT133Y5),STA256H5 or  STA237H1 or  STA247H1 or  STA257H1 or  ECO227Y5 or  STAB52H3
 STA256H5 , Probability and Statistics I ,0.5,Science,MAT232H5 or  MAT233H5,MAT134H5 or  MAT136H5 or  MAT134Y5 or  MAT135Y5 or  MAT137Y5 or  MAT157Y5 or 65%+ in  MAT133Y5,STA246H5 or   STA257H1 or  ECO227Y5or   STAB52H3
 STA258H5 , Statistics with Applied Probability ,0.5,Science,None,STA256H5,STA248H1 or  STA255H1 or  ECO227Y5
 STA260H5 , Probability and Statistics II ,0.5,Science,None,STA256H5 or  ECO227Y5,STAB57H3 or  STA261H5 or  STA261H1 or  STAC58H3 or  STA238H1
 STA302H5 , Regression Analysis ,0.5,Science,STA258H5,STA260H5 and ( MAT223H5 or  MAT240H5),STA302H1 or  STAC67H3
 STA304H5 ," Surveys, Sampling and Observational Data ",0.5,Science,None, STA258H5 or  STA260H5 or  STA238H1 or  STA255H1 or  ECO227Y5,STA304H1 or  STAC50H3 or  STAC53H3
 STA305H5 , Experimental Design ,0.5,Science,None,STA302H5 or  ECO375H5,STA305H1
 STA312H5 , Topics in Statistics:  Applied Statistical Modelling ,0.5,Science,None,Appropriate prerequisite requirement(s) will be available on the UTM timetable along with the topic title prior to course registration.,None
 STA313H5 , Topics in Statistics: Applications of Statistical Models ,0.5,Science,None,Appropriate prerequisite requirement(s) will be available on the UTM timetable along with the topic title prior to course registration.,None
 STA314H5 , Introduction to Statistical Learning ,0.5,Science,None,( MAT223H5 or  MAT240H5) and ( STA258H5 or  ECO375H5) and  STA260H5,STA314H1
 STA315H5 , Advanced Statistical Learning ,0.5,Science,None,STA314H5,None
 STA348H5 , Introduction to Stochastic Processes ,0.5,Science,None,STA260H5  and ( MAT223H5 or  MAT240H5),STA347H1 or  STAC63H3
 STA360H5 , Introduction to Bayesian Statistics ,0.5,Science,None,STA258H5 or  STA238H1 or  STA255H1 or  ECO227Y5 or  ECO227Y1 or  STA260H5 or  STA246H5,STA313H5 (Winter 2020 and Winter 2022) or  STA365H1
 STA378H5 , Research Project ,0.5,Science,None,Permission of instructor and department and a minimum CGPA of 2.5,None
 STA380H5 , Computational Statistics ,0.5,Science,None,STA260H5,STA312H5 (Winter 2020 and Winter 2022) or  STA410H1
 STA388H5 , Topics in Statistics ,0.5,Science,None,Appropriate prerequisite requirement(s) will be available on the UTM timetable along with the topic title prior to course registration.,None
 STA398H5 , Research Project ,0.5,Science,None,Permission of instructor and department and a minimum CGPA of 2.5,None
 STA399Y5 , Research Opportunity Program ,1.0,Science,None,Permission of instructor and department.,None
 STA413H5 , Estimation and Testing ,0.5,Science,None,STA260H5,STA452H1
 STA431H5 , Structural Equation Models ,0.5,Science,None,STA302H5 or STA302H,None
 STA437H5 , Applied Multivariate Statistics ,0.5,Science,None,STA302H5 or  ECO375H5,STA437H1 or  STAD37H3
 STA441H5 , Data Analysis ,0.5,Science,None,STA302H5 or  STA302H1 or  STAC67H3 or  STA221H5 or  BIO360H5 or  ECO357H5 or  GGR376H5 or  PSY202H5 or  SOC350H5 or permission of the instructor,None
 STA457H5 , Applied Time Series Analysis ,0.5,Science,None,STA302H5 or  ECO227Y5,STA457H1 or  STAD57H3
 STA478H5 , Statistics Research Project ,0.5,Science,None,Permission of instructor and department and a minimum CGPA of 2.5.,None
 STA488H5 , Topics in Statistics ,0.5,Science,None,"Appropriate prerequisite requirement(s) will be available on the UTM timetable along with the topic title prior to course registration. The contact hours for this course may vary in terms of contact type (L, T) from year to year, but will be between 36-48 contact hours in total. See the UTM Timetable.",None
 STA498H5 , Research Project ,0.5,Science,None,Permission of instructor and department and a minimum CGPA of 2.5,None
 URD212Y5 , Introduction to Urdu ,1.0,Humanities,None,All students who are enrolling in an URD language course for the first time MUST complete the Urdu Language Assessment Questionnaire ((https://www.utm.utoronto.ca/language-studies/language-course-assessment…).,None
 URD312Y5 , Intermediate Urdu ,1.0,Humanities,None,URD212Y5 or appropriate language level as indicated by the Urdu Language Assessment Questionnaire ((https://www.utm.utoronto.ca/language-studies/language-course-assessment…).,None
 UTM101H5 ," LAUNCH: Business, Commerce and Management ",0.5,None,None,None,None
 UTM102H5 ," LAUNCH: Science, Mathematics and Psychology ",0.5,None,None,None,None
 UTM103H5 , LAUNCH: Humanities and Social Science ,0.5,None,None,None,None
 UTM108H5 , utmONE: Special Topics at the Intersection of Science and Social Science  ,0.5,"Science, Social Science",None,None,UTM109H5 or  UTM110H5 or  UTM111H5 or  UTM112H5 or  UTM113H5 or  UTM114H5 or  UTM115H5 or  UTM116H5 or  UTM117H5 or  UTM118H5 or  UTM119H5 or  UTM190H5 or  UTM191H5 or  UTM192H5 or  UTM193H5 or  UTM194H5 or  UTM195H5 or  UTM196H5 or  UTM197H5
 UTM109H5 , utmONE: Special Topics at the Intersection of Science and Humanities ,0.5,"Science, Humanities",None,None,UTM108H5 or  UTM110H5 or  UTM111H5 or  UTM112H5 or  UTM113H5 or  UTM114H5 or  UTM115H5 or  UTM116H5 or  UTM117H5 or  UTM118H5 or  UTM119H5 or  UTM190H5 or  UTM191H5 or  UTM192H5 or  UTM193H5 or  UTM194H5 or  UTM195H5 or  UTM196H5 or  UTM197H5
 UTM110H5 , utmONE: Special Topics at the Intersection of Social Science and Humanities ,0.5,"Social Science, Humanities",None,None,UTM108H5 or  UTM109H5 or  UTM111H5 or  UTM112H5 or  UTM113H5 or  UTM114H5 or  UTM115H5 or  UTM116H5 or  UTM117H5 or  UTM118H5 or  UTM119H5 or  UTM190H5 or  UTM191H5 or  UTM192H5 or  UTM193H5 or  UTM194H5 or  UTM195H5 or  UTM196H5 or  UTM197H5
 UTM111H5 , utmONE: Tools of the Trade ,0.5,"Social Science, Science",None,None,UTM110H5 or  UTM112H5 or  UTM114H5 or  UTM115H5 or  UTM116H5 or  UTM117H5 or  UTM118H5 or  UTM119H5 or  UTM190H5 or  UTM191H5 or  UTM192H5 or  UTM193H5 or  UTM194H5 or  UTM195H5 or  UTM196H5 or  UTM197H5
 UTM112H5 , utmONE: Power of Expression ,0.5,"Humanities, Social Science",None,None,UTM110H5 or  UTM111H5 or  UTM114H5 or  UTM115H5 or  UTM116H5 or  UTM117H5 or  UTM118H5 or  UTM119H5 or  UTM190H5 or  UTM191H5 or  UTM192H5 or  UTM193H5 or  UTM194H5 or  UTM195H5 or  UTM196H5 or  UTM197H5
 UTM114H5 ," utmONE: Technology and Innovation: Historical, Social and Economic Perspectives ",0.5,Social Science,None,None,UTM110H5 or  UTM111H5 or  UTM112H5 or  UTM115H5 or  UTM116H5 or  UTM117H5 or  UTM118H5 or  UTM119H5 or  UTM190H5 or  UTM191H5 or  UTM192H5 or  UTM193H5 or  UTM194H5 or  UTM195H5 or  UTM196H5 or  UTM197H5
 UTM115H5 , utmONE: Communication Among Cultures ,0.5,"Humanities, Social Science",None,None,UTM110H5 or  UTM111H5 or  UTM112H5 or  UTM114H5 or  UTM116H5 or  UTM117H5 or  UTM118H5 or  UTM119H5 or  UTM190H5 or  UTM191H5 or  UTM192H5 or  UTM193H5 or  UTM194H5 or  UTM195H5 or  UTM196H5 or  UTM197H5
 UTM116H5 , utmONE: Happiness ,0.5,"Humanities, Social Science",None,None,UTM110H5 or  UTM111H5 or  UTM112H5 or  UTM114H5 or  UTM115H5 or  UTM117H5 or  UTM118H5 or  UTM119H5 or  UTM190H5 or  UTM191H5 or  UTM192H5 or  UTM193H5 or  UTM194H5 or  UTM195H5 or  UTM196H5 or  UTM197H5
 UTM117H5 ," utmONE: Individualism, The Development Of An Idea ",0.5,"Humanities, Social Science",None,None,UTM110H5 or  UTM111H5 or  UTM112H5 or  UTM114H5 or  UTM115H5 or  UTM116H5 or  UTM118H5 or  UTM119H5 or  UTM190H5 or  UTM191H5 or  UTM192H5 or  UTM193H5 or  UTM194H5 or  UTM195H5 or  UTM196H5 or  UTM197H5
 UTM118H5 , utmONE: Science of Learning ,0.5,"Social Science, Science",None,None,UTM110H5 or  UTM111H5 or  UTM112H5 or  UTM114H5 or  UTM115H5 or  UTM116H5 or  UTM117H5 or  UTM119H5 or  UTM190H5 or  UTM191H5 or  UTM192H5 or  UTM193H5 or  UTM194H5 or  UTM195H5 or  UTM196H5 or  UTM197H5
 UTM119H5 ," utmONE: Lights, Camera, Culture: Exploration of Cinema ",0.5,"Humanities, Social Science",None,None,UTM110H5 or  UTM111H5 or  UTM112H5 or  UTM114H5 or  UTM115H5 or  UTM116H5 or  UTM117H5 or  UTM118H5 or  UTM190H5 or  UTM191H5 or  UTM192H5 or  UTM193H5 or  UTM194H5 or  UTM195H5 or  UTM196H5 or  UTM197H5
 UTM190H5 , utmONE Scholars: Special Topics at the Intersection of Social Science and Humanities ,0.5,"Humanities, Social Science",None,None,UTM110H5 or  UTM111H5 or  UTM112H5 or  UTM114H5 or  UTM115H5 or  UTM116H5 or  UTM117H5 or  UTM118H5 or  UTM119H5 or  UTM191H5 or  UTM192H5 or  UTM193H5 or  UTM194H5 or  UTM195H5 or  UTM196H5 or  UTM197H5
